index,start_date,calorie,exercise_duration_minutes,time_offset,date,efficiency,quality,sleep_duration,day_of_week_y,week_number,status
225,2018-12-01,390.887,73.50088333333333,UTC-0400,2018-12-01,92.36277,,386.0763786,Saturday,48,No_Travel
226,2018-12-02,306.552,35.76368333333333,UTC-0400,2018-12-02,90.50505,,447.094947,Sunday,48,No_Travel
227,2018-12-03,171.919,32.33605,UTC-0400,2018-12-03,91.14801,,502.177075,Monday,49,No_Travel
228,2018-12-06,369.0,44.0,UTC-0400,2018-12-06,91.84466,,472.0815524,Thursday,49,No_Travel
229,2018-12-08,378.0,45.0,UTC-0400,2018-12-08,91.21433000000002,,548.1757174,Saturday,49,No_Travel
230,2018-12-10,349.899,65.77261666666668,UTC-0400,2018-12-10,91.85803,,451.9415076000001,Monday,50,No_Travel
231,2018-12-11,259.387,48.77313333333334,UTC-0400,2018-12-11,90.130356,,483.09870816,Tuesday,50,No_Travel
232,2018-12-12,286.916,53.95161666666667,UTC-0400,2018-12-12,87.64045,,389.123598,Wednesday,50,No_Travel
233,2018-12-14,499.17,72.5004,UTC-0400,2018-12-14,89.95354,,469.20092200000005,Friday,50,No_Travel
234,2018-12-15,382.917,72.00203333333334,UTC-0400,2018-12-15,89.54128,,500.5357552,Saturday,50,No_Travel
235,2018-12-18,767.987,128.55468333333334,UTC-0400,2018-12-18,91.30435,,461.08696750000007,Tuesday,51,No_Travel
236,2018-12-20,345.623,67.62886666666667,UTC-0400,2018-12-20,90.94139,,511.09061180000003,Thursday,51,No_Travel
237,2018-12-22,336.0,40.0,UTC-0400,2018-12-22,90.97104,,534.0000048,Saturday,51,No_Travel
238,2018-12-26,397.26,74.68903333333334,UTC-0400,2018-12-26,89.86083,,451.1013666,Wednesday,52,No_Travel
239,2018-12-29,210.0,25.0,UTC-0400,2018-12-29,90.022675,,396.09977000000003,Saturday,52,No_Travel
240,2019-01-02,330.8040000000001,62.21046666666667,UTC-0400,2019-01-02,93.21739,,535.0678186,Wednesday,53,No_Travel
241,2019-01-03,772.0,40.0,UTC-0400,2019-01-03,93.333336,,402.26667816,Thursday,53,No_Travel
242,2019-01-05,212.429,39.9444,UTC-0400,2019-01-05,88.31967,,430.11679290000006,Saturday,53,No_Travel
243,2019-01-07,143.444,26.963333333333335,UTC-0400,2019-01-07,90.73084,,508.092704,Monday,54,No_Travel
244,2019-01-20,112.846,21.250933333333332,UTC-0400,2019-01-20,86.79803,,402.264043,Sunday,54,No_Travel
245,2019-01-22,579.0,30.0,UTC-0400,2019-01-22,87.0,,611.8600000000001,Tuesday,55,No_Travel
246,2019-01-24,656.862,133.42916666666667,UTC-0400,2019-01-24,89.0,,561.59,Thursday,55,No_Travel
247,2019-01-25,371.221,69.78595,UTC-0400,2019-01-25,91.0,,502.32,Friday,55,No_Travel
248,2019-01-27,892.1700000000001,95.13353333333333,UTC-0400,2019-01-27,88.0,,401.28000000000003,Sunday,55,No_Travel
249,2019-01-31,314.0,90.0,UTC-0400,2019-01-31,91.5,,628.19,Thursday,56,No_Travel
250,2019-02-01,192.0,55.0,UTC-0400,2019-02-01,44.5,0.0,444.11,Friday,56,No_Travel
251,2019-02-02,382.311,82.11506666666668,UTC-0400,2019-02-02,43.0,0.0,416.24,Saturday,56,No_Travel
252,2019-02-03,344.7850000000001,70.17018333333334,UTC-0400,2019-02-03,83.0,,463.31000000000006,Sunday,56,No_Travel
253,2019-02-04,311.262,67.11633333333333,UTC-0400,2019-02-04,76.5,,488.18000000000006,Monday,57,No_Travel
254,2019-02-06,1044.271,129.51328333333333,UTC-0400,2019-02-06,73.0,,428.51000000000005,Wednesday,57,No_Travel
255,2019-02-11,273.805,51.479733333333336,UTC-0400,2019-02-11,87.0,,510.69,Monday,58,No_Travel
256,2019-02-12,64.15,16.699516666666668,UTC-0400,2019-02-12,90.5,,410.1,Tuesday,58,No_Travel
257,2019-02-13,163.54,25.666800000000002,UTC-0400,2019-02-13,90.0,,73.8,Wednesday,58,No_Travel
258,2019-02-18,271.336,51.00761666666667,UTC-0400,2019-02-18,0.0,0.0,0.0,Monday,59,No_Travel
259,2019-02-19,144.945,27.249933333333335,UTC-0400,2019-02-19,89.0,,536.63,Tuesday,59,No_Travel
260,2019-02-22,869.0,45.0,UTC-0400,2019-02-22,90.0,,575.1,Friday,59,No_Travel
261,2019-02-24,378.0,45.0,UTC-0400,2019-02-24,0.0,0.0,0.0,Sunday,59,No_Travel
262,2019-02-25,307.323,57.78145,UTC-0400,2019-02-25,90.0,,418.5,Monday,60,No_Travel
263,2019-02-27,676.0,35.0,UTC-0400,2019-02-27,84.0,,474.72,Wednesday,60,No_Travel
264,2019-03-01,772.0,40.0,UTC-0400,2019-03-01,0.0,0.0,0.0,Friday,60,No_Travel
265,2019-03-04,336.287,63.21653333333334,UTC-0400,2019-03-04,91.5,,439.2,Monday,61,No_Travel
266,2019-03-05,336.0,40.0,UTC-0400,2019-03-05,87.0,,456.75,Tuesday,61,No_Travel
267,2019-03-06,342.029,64.33535,UTC-0400,2019-03-06,91.0,,445.9,Wednesday,61,No_Travel
268,2019-03-08,560.0,40.0,UTC-0400,2019-03-08,88.0,,455.35,Friday,61,No_Travel
269,2019-03-11,550.069,86.02788333333334,UTC-0300,2019-03-11,91.0,,497.77000000000004,Monday,62,No_Travel
270,2019-03-13,883.1899999999999,103.36318333333332,UTC-0300,2019-03-13,88.0,,456.72,Wednesday,62,No_Travel
271,2019-03-15,317.168,59.63,UTC-0300,2019-03-15,86.0,,460.1,Friday,62,No_Travel
272,2019-03-18,336.0,40.0,UTC-0300,2019-03-18,90.0,,337.5,Monday,63,No_Travel
273,2019-03-19,83.67,15.966000000000001,UTC-0300,2019-03-19,88.0,,418.88000000000005,Tuesday,63,No_Travel
274,2019-03-21,81.56,15.240116666666667,UTC-0300,2019-03-21,87.0,,485.46000000000004,Thursday,63,No_Travel
275,2019-03-22,388.033,76.64665000000001,UTC-0300,2019-03-22,80.0,,448.8,Friday,63,No_Travel
276,2019-03-24,541.582,78.63831666666667,UTC-0300,2019-03-24,86.0,,412.8,Sunday,63,No_Travel
277,2019-03-25,337.664,63.46945000000001,UTC-0300,2019-03-25,80.5,,320.04,Monday,64,No_Travel
278,2019-03-27,240.295,45.17911666666667,UTC-0300,2019-03-27,89.0,,447.67,Wednesday,64,No_Travel
279,2019-03-28,72.12,17.348366666666667,UTC-0300,2019-03-28,88.0,,337.92,Thursday,64,No_Travel
280,2019-03-29,473.37,97.50470000000001,UTC-0300,2019-03-29,93.0,,448.26000000000005,Friday,64,No_Travel
281,2019-03-30,133.81,32.01308333333334,UTC-0300,2019-03-30,91.0,,428.61,Saturday,64,No_Travel
282,2019-04-02,59.81,16.38835,UTC-0300,2019-04-02,92.0,,417.68000000000006,Tuesday,65,No_Travel
283,2019-04-03,336.0,40.0,UTC-0300,2019-04-03,92.0,,470.12,Wednesday,65,No_Travel
284,2019-04-04,170.689996,38.652633333333334,UTC-0300,2019-04-04,89.0,,379.14000000000004,Thursday,65,No_Travel
285,2019-04-07,171.37,49.408350000000006,UTC-0300,2019-04-07,88.0,,427.68000000000006,Sunday,65,No_Travel
286,2019-04-08,169.51,49.567400000000006,UTC-0300,2019-04-08,90.0,,386.1,Monday,66,No_Travel
287,2019-04-09,336.0,40.0,UTC-0300,2019-04-09,89.0,,389.82,Tuesday,66,No_Travel
288,2019-04-11,261.3,49.12895,UTC-0300,2019-04-11,87.0,,501.99,Thursday,66,No_Travel
289,2019-04-13,336.0,40.0,UTC-0300,2019-04-13,90.0,,322.2,Saturday,66,No_Travel
290,2019-04-15,1214.848,144.6831,UTC-0600,2019-04-15,86.0,,379.26000000000005,Monday,67,Travel
291,2019-04-16,228.70999999999998,61.55303333333333,UTC-0600,2019-04-16,88.0,,137.28000000000003,Tuesday,67,Travel
292,2019-04-17,441.47700000000003,62.542500000000004,UTC-0600,2019-04-17,83.0,,414.17,Wednesday,67,Travel
293,2019-04-18,484.83000000000004,118.94531666666668,UTC-0600,2019-04-18,85.0,,413.1,Thursday,67,Travel
294,2019-04-20,77.99,21.622300000000003,UTC-0600,2019-04-20,84.5,,356.8,Saturday,67,Travel
295,2019-04-23,56.948387,45.209766666666674,UTC-0600,2019-04-23,0.0,0.0,0.0,Tuesday,68,Travel
296,2019-04-25,844.954,82.43455,UTC-0600,2019-04-25,83.0,,317.89000000000004,Thursday,68,Travel
297,2019-04-27,1786.6799999999998,324.49653333333333,UTC-0600,2019-04-27,82.0,,402.62,Saturday,68,Travel
298,2019-04-29,205.07,44.552350000000004,UTC-0300,2019-04-29,84.0,,455.28000000000003,Monday,69,No_Travel
299,2019-04-30,309.02,58.08146666666667,UTC-0300,2019-04-30,89.0,,389.82,Tuesday,69,No_Travel
300,2019-05-02,336.0,40.0,UTC-0300,2019-05-02,91.0,,405.86,Thursday,69,No_Travel
301,2019-05-10,174.85000000000002,36.22611666666667,UTC-0300,2019-05-10,87.0,,490.68000000000006,Friday,69,No_Travel
